-725.36,944.66
-725.3,944.37
-725.23,944.08
-725.17,943.79
-725.1,943.5
-725.04,943.2
-724.97,942.91
-724.93,942.72
-724.86,942.42
-724.82,942.23
-724.77,942.03
-724.73,941.83
-724.69,941.64
-724.64,941.44
-724.6,941.24
-724.56,941.05
-724.51,940.85
-724.47,940.65
-724.43,940.45
-724.38,940.25
-724.34,940.05
-724.29,939.86
-724.25,939.66
-724.2,939.46
-724.16,939.26
-724.12,939.06
-724.07,938.86
-724.03,938.66
-723.98,938.46
-723.94,938.26
-723.9,938.06
-723.85,937.86
-723.81,937.66
-723.77,937.45
-723.72,937.25
-723.68,937.05
-723.64,936.85
-723.59,936.64
-723.55,936.44
-723.5,936.24
-723.46,936.04
-723.42,935.83
-723.37,935.63
-723.33,935.42
-723.29,935.22
-723.24,935.01
-723.2,934.81
-723.16,934.6
-723.12,934.4
-723.07,934.19
-723.03,933.99
-722.99,933.78
-722.95,933.57
-722.9,933.37
-722.86,933.16
-722.82,932.95
-722.78,932.74
-722.73,932.53
-722.69,932.33
-722.65,932.12
-722.61,931.91
-722.57,931.7
-722.52,931.49
-722.48,931.28
-722.44,931.07
-722.4,930.86
-722.36,930.65
-722.31,930.44
-722.27,930.23
-722.23,930.02
-722.19,929.81
-722.15,929.6
-722.11,929.39
-722.07,929.17
-722.03,928.96
-721.99,928.75
-721.95,928.54
-721.9,928.32
-721.86,928.11
-721.82,927.9
-721.78,927.68
-721.74,927.47
-721.7,927.26
-721.66,927.04
-721.62,926.83
-721.58,926.62
-721.54,926.4
-721.5,926.19
-721.46,925.97
-721.43,925.75
-721.39,925.54
-721.35,925.32
-721.31,925.11
-721.27,924.89
-721.24,924.67
-721.2,924.46
-721.16,924.24
-721.12,924.02
-721.09,923.81
-721.05,923.59
-721.01,923.37
-720.97,923.16
-720.94,922.94
-720.9,922.72
-720.86,922.5
-720.83,922.28
-720.79,922.06
-720.76,921.84
-720.72,921.62
-720.68,921.4
-720.65,921.18
-720.61,920.96
-720.58,920.74
-720.54,920.52
-720.51,920.3
-720.47,920.08
-720.44,919.86
-720.4,919.64
-720.36,919.42
-720.33,919.2
-720.3,918.97
-720.26,918.75
-720.23,918.53
-720.19,918.31
-720.16,918.09
-720.12,917.86
-720.09,917.64
-720.05,917.42
-720.02,917.2
-719.99,916.97
-719.95,916.75
-719.92,916.53
-719.88,916.3
-719.85,916.08
-719.82,915.86
-719.78,915.63
-719.75,915.41
-719.72,915.18
-719.68,914.96
-719.65,914.73
-719.62,914.51
-719.58,914.28
-719.55,914.06
-719.52,913.83
-719.48,913.61
-719.45,913.38
-719.42,913.15
-719.38,912.93
-719.35,912.7
-719.32,912.48
-719.29,912.25
-719.25,912.02
-719.22,911.8
-719.19,911.57
-719.16,911.34
-719.12,911.11
-719.09,910.89
-719.06,910.66
-719.03,910.43
-719,910.2
-718.96,909.97
-718.93,909.74
-718.9,909.51
-718.87,909.29
-718.83,909.06
-718.8,908.83
-718.77,908.6
-718.74,908.37
-718.71,908.14
-718.68,907.91
-718.64,907.68
-718.61,907.45
-718.58,907.22
-718.55,906.99
-718.52,906.76
-718.49,906.53
-718.46,906.3
-718.42,906.07
-718.39,905.84
-718.36,905.61
-718.33,905.38
-718.3,905.14
-718.26,904.91
-718.23,904.68
-718.2,904.45
-718.17,904.22
-718.14,903.98
-718.1,903.75
-718.07,903.52
-718.04,903.28
-718.01,903.05
-717.97,902.81
-717.94,902.58
-717.91,902.35
-717.88,902.11
-717.85,901.88
-717.82,901.64
-717.78,901.41
-717.75,901.18
-717.72,900.94
-717.69,900.71
-717.65,900.47
-717.62,900.24
-717.59,900
-717.56,899.77
-717.53,899.53
-717.49,899.3
-717.46,899.06
-717.43,898.83
-717.4,898.59
-717.37,898.35
-717.34,898.12
-717.31,897.88
-717.27,897.64
-717.24,897.41
-717.21,897.17
-717.18,896.93
-717.15,896.69
-717.11,896.46
-717.08,896.22
-717.05,895.98
-717.02,895.74
-716.99,895.51
-716.96,895.27
-716.92,895.03
-716.89,894.79
-716.86,894.55
-716.83,894.31
-716.8,894.08
-716.77,893.84
-716.73,893.6
-716.7,893.36
-716.67,893.12
-716.64,892.88
-716.61,892.64
-716.58,892.4
-716.54,892.16
-716.51,891.92
-716.48,891.68
-716.45,891.44
-716.42,891.2
