-723.18002131,937.54130495
-722.84078007,937.83689468
-722.80641836,937.61212451
-722.77317512,937.38658796
-722.73984536,937.16116159
-722.70728796,936.93540957
-722.67507033,936.70988277
-722.64182391,936.48467920
-722.60772281,936.25946750
-722.57421260,936.03503843
-722.54044916,935.81027394
-722.50643458,935.58495207
-722.47301616,935.35985786
-722.43951755,935.13420789
-722.40661931,934.90834163
-722.37457049,934.68303844
-722.34209748,934.45739821
-722.31056040,934.23221089
-722.27978409,934.00791880
-722.24910485,933.78240663
-722.21842561,933.55689446
-722.18841850,933.33260969
-722.15815710,933.10810049
-722.12746519,932.88392021
-722.09625309,932.66051199
-722.06539235,932.43610810
-722.03496422,932.21115332
-722.00417946,931.98774916
-721.97399823,931.76379574
-721.94381701,931.53984231
-721.91396922,931.31678006
-721.88438943,931.09249935
-721.85498269,930.86799828
-721.82582497,930.64427659
-721.79607846,930.41955029
-721.76598796,930.19504272
-721.73596923,929.97197885
-721.70638837,929.74780913
-721.67680752,929.52363941
-721.64763818,929.30113862
-721.61881703,929.07797512
-721.58999589,928.85481163
-721.56100275,928.63175751
-721.53167196,928.40825617
-721.50259652,928.18486826
-721.47369412,927.96126000
-721.44471047,927.73720696
-721.41521190,927.51337103
-721.38537251,927.28942086
-721.35442837,927.06479418
-721.32298197,926.83905272
-721.29161997,926.61342307
-721.26086047,926.38735513
-721.23112447,926.16151893
-721.20360115,925.93670277
-721.17633950,925.71133409
-721.14856821,925.48562756
-721.12054578,925.25936364
-721.09073696,925.03219474
-721.05938972,924.80501122
-721.02726483,924.57870831
-720.99266874,924.35160491
-720.95808215,924.12350260
-720.92493797,923.89652400
-720.89326256,923.66789434
-720.86365103,923.43795230
-720.83693909,923.20870382
-720.80971962,922.97889551
-720.78137745,922.75029754
-720.75174798,922.52224234
-720.72109712,922.29373343
-720.69018353,922.06588803
-720.65900930,921.83848415
-720.62791738,921.61141406
-720.59724647,921.38501397
-720.56684251,921.15750641
-720.53694713,920.93044770
-720.50637856,920.70227257
-720.47607483,920.47321196
-720.44577215,920.24404035
-720.41547158,920.01464677
-720.38526281,919.78458805
-720.35472271,919.55341617
-720.32401905,919.32146574
-720.29374590,919.08918640
-720.26253893,918.85623217
-720.23099430,918.62283074
-720.19970080,918.38998669
-720.16823847,918.15691904
-720.13686793,917.92318626
-720.10558709,917.68901032
-720.07413846,917.45449980
-720.04167055,917.21931357
-720.00946959,916.98301988
-719.97675793,916.74649933
-719.94499485,916.50909980
-719.91349767,916.27070378
-719.88252596,916.03098075
-719.85070272,915.79091662
-719.81828649,915.55029185
-719.78665423,915.30812053
-719.75494177,915.06539343
-719.72168350,914.82342866
-719.68963655,914.57992138
-719.65742289,914.33596852
-719.62418360,914.09200591
-719.59138958,913.84616052
-719.55773983,913.60041799
-719.52254321,913.35554877
-719.48701315,913.10978838
-719.45097239,912.86380113
-719.41441566,912.61814198
-719.37683752,912.37202912
-719.33968989,912.12558735
-719.30348979,911.87837758
-719.27495134,911.67941496
-719.24633376,911.47978559
-719.21780375,911.27993505
-719.18919354,911.07952874
-719.16041029,910.87934279
-719.13128622,910.67904259
-719.10140138,910.47784717
-719.07159988,910.27687453
-719.04162957,910.07567829
-719.01132792,909.87336890
-718.98059472,909.67149941
-718.94994803,909.46951973
-718.91887928,909.26698104
-718.88841196,909.06411507
-718.85811875,908.86091775
-718.82757124,908.65749601
-718.79762517,908.45374699
-718.76785003,908.24999959
-718.73841255,908.04669940
-718.70855510,907.84261821
-718.67844442,907.63820162
-718.64869037,907.43223441
-718.61850793,907.22637412
-718.58893431,907.01940961
-718.56031138,906.81134414
-718.53100049,906.60371612
-718.50168960,906.39608811
-718.47366284,906.18825030
-718.44451655,905.98128986
-718.41520460,905.77377283
-718.38735510,905.56527071
-718.35848420,905.35631487
-718.32970193,905.14702687
-718.30016732,904.93595570
-718.27020115,904.72532444
-718.24014951,904.51469237
-718.20941201,904.30427578
-718.17834107,904.09296802
-718.14702112,903.88088088
-718.11528331,903.66779077
-718.08355183,903.45403471
-718.05250410,903.24028515
-718.02232054,903.02554480
-717.99323435,902.81225789
-717.96432542,902.59830665
-717.93586704,902.38191769
-717.90722929,902.16641502
-717.87799220,901.95101766
-717.84878358,901.73262355
-717.81776221,901.51609922
-717.78631137,901.29979282
-717.75487953,901.08148858
-717.72317756,900.86462478
-717.69353210,900.64722553
-717.66655831,900.42752065
-717.63803238,900.20924403
-717.60908015,899.99085236
-717.58013321,899.77190573
-717.55135824,899.55284974
-717.52258645,899.33346077
-717.49485081,899.11297165
-717.46582683,898.89313628
-717.43680706,898.67285696
-717.40856388,898.45180801
-717.37912099,898.23108066
-717.34933727,898.01023907
-717.32004421,897.79173316
-717.28990913,897.57188723
-717.25951869,897.35192789
-717.22938149,897.13230394
-717.19891507,896.91134487
-717.16862275,896.69005444
-717.13918617,896.46866115
-717.10907850,896.24592947
-717.07897294,896.02297581
-717.04895178,895.80013395
-717.01876813,895.57640254
-716.98867100,895.35256096
-716.95866144,895.12849820
-716.92831739,894.90365526
-716.89780452,894.67858871
-716.86712281,894.45329856
-716.83653079,894.22756526
-716.80593983,894.00172097
-716.77483605,893.77587180
-716.74399605,893.54924814
-716.71324364,893.32240331
-716.68094646,893.09620980
-716.64933725,892.86957883
-716.61816065,892.64239696
-716.58604284,892.41531715
-716.55547401,892.18714206
-716.52482287,891.95863318
-716.49365154,891.73089635
-716.46325996,891.50205694
-716.43278609,891.27288374
-716.40162424,891.04414801
-716.37141203,890.81442229
-716.34127897,890.58536333
-716.31019309,890.35762733
-716.28006740,890.12779143
-716.25028675,889.89762582
-716.21980758,889.66900757
-716.19037408,889.43829025
-716.16068838,889.20712653
-716.13005093,888.97717477
-716.10062902,888.74523656
-716.07138226,888.51285600
-716.04135680,888.28146705
-716.01228836,888.04831118
-715.98339085,887.81515694
-715.95345717,887.58310286
-715.92430326,887.34994618
-715.89617391,887.11691024
-715.86880111,886.88521350
-715.84161191,886.65218649
-715.81450923,886.41904931
-715.78705096,886.18735175
-715.75824524,885.95353238
-715.72944057,885.71960202
-715.69883895,885.48587658
-715.66995302,885.25150144
-715.64097952,885.01734747
-715.61072399,884.78318132
-715.58243634,884.54881187
-715.55449267,884.31422368
-715.52569220,884.07984936
-715.49817481,883.84537623
-715.47057407,883.61068030
-715.44117320,883.37652227
-715.41314406,883.14193328
-715.38502838,882.90745446
-715.35605591,882.67318951
-715.32811539,882.43826835
-715.30034475,882.20345981
-715.27180173,881.96897694
-715.24428749,881.73417083
-715.21685871,881.49936554
-715.18625178,881.26619506
-715.15761906,881.03215533
-715.12924169,880.79822904
-715.09932167,880.56473208
-715.07137691,880.33025489
-715.04248778,880.09621273
-715.01102088,879.86358908
-714.98238604,879.62977134
-714.95375330,879.39573162
-714.92297331,879.16278150
-714.89451467,878.92841042
-714.86588404,878.69414872
-714.83519478,878.46064446
-714.80657048,878.22571681
-714.77812027,877.99045781
-714.74838487,877.75551961
-714.72097611,877.51860549
-714.69365386,877.28158121
-714.66547798,877.04443781
-714.63841847,876.80675001
-714.61032701,876.56971841
-714.58109913,876.33534003
-714.55351098,876.09931223
-714.52558306,875.86305919
-714.49669178,875.62923901
-714.46894323,875.39209967
-714.44137195,875.15429602
-714.41301668,874.91803892
-714.38563109,874.67868301
-714.35903160,874.43755857
-714.33263785,874.19277305
-714.30598242,873.94854006
-714.27898722,873.70408183
-714.25191815,873.45840189
-714.22450405,873.21305167
-714.19717857,872.96736930
-714.16976341,872.72213008
-714.14252129,872.47667050
-714.11537096,872.23054578
-714.08926313,871.98265497
-714.06368604,871.73288218
-714.03802559,871.48288660
-714.01332323,871.23101311
-713.98741270,870.98034915
-713.96116135,870.72957095
-713.93577628,870.47757998
-713.90952704,870.22657980
-713.88345189,869.97524827
-713.85807209,869.72270234
-713.83191359,869.47114801
-713.80574453,869.22070360
-713.78034257,868.97048848
-713.75442570,868.72049046
-713.72859218,868.47071524
-713.70404912,868.22006428
-713.67812591,867.97073221
-713.65262793,867.72162618
-713.62739374,867.47174566
-713.60275045,867.22264776
-713.57784336,866.97432435
-713.55228100,866.72299770
-713.52721246,866.47367375
-713.50222517,866.22479458
-713.47699308,865.97469208
-713.45233817,865.72681507
-713.42880068,865.47828268
-713.40664756,865.22798744
-713.38308475,864.98211883
-713.35985854,864.73680842
-713.33637909,864.49116260
-713.31297033,864.24707146
-713.28973252,864.00298195
-713.26787274,863.75779553
-713.24626199,863.51338848
-713.22456788,863.26875864
-713.20418322,863.02125522
-713.18318129,862.77574395
-713.16226588,862.53012250
-713.14153301,862.28328178
-713.12103967,862.03821934
-713.10054316,861.79348988
-713.08048349,861.54776556
-713.05988991,861.30425619
-713.03920453,861.06141194
-713.01878188,860.81790419
-712.99731990,860.57582957
-712.97594338,860.33375577
-712.95644823,860.09158884
-712.93703011,859.85031065
-712.91778608,859.60870112
