-692.78088942,105.37269744,0.00592439,0.01065674,-0.02880116,0.99951079
-692.78273923,105.58295019,0.00580146,0.01074197,-0.02886121,0.99950887
-692.78389995,105.79375140,0.00570732,0.01062705,-0.02887813,0.99951015
-692.78532553,106.00366712,0.00558852,0.01047842,-0.02878371,0.99951512
-692.78662654,106.20869762,0.00561190,0.01029564,-0.02860270,0.99952208
-692.78714991,106.42359980,0.00564146,0.01049265,-0.02855047,0.99952136
-692.78742204,106.62895354,0.00568100,0.01056151,-0.02846477,0.99952286
-692.78837385,106.84374879,0.00558477,0.01059913,-0.02829951,0.99952769
-692.78928859,107.04444660,0.00563584,0.01074627,-0.02820080,0.99952862
-692.78961035,107.25357483,0.00583778,0.01047552,-0.02810522,0.99953303
-692.78955225,107.46669548,0.00597468,0.01066779,-0.02792125,0.99953534
-692.79029726,107.68526278,0.00611733,0.01122242,-0.02759087,0.99953758
-692.79153704,107.88773970,0.00613921,0.01135577,-0.02726349,0.99954493
-692.79307023,108.09532543,0.00602914,0.01145996,-0.02697342,0.99955228
-692.79618533,108.30736620,0.00595244,0.01182676,-0.02659657,0.99955856
-692.79840242,108.52394948,0.00601229,0.01166221,-0.02623165,0.99956978
-692.79998112,108.74474472,0.00589607,0.01152748,-0.02591578,0.99958028
-692.80166832,108.94511687,0.00579997,0.01195342,-0.02558091,0.99958446
-692.80314661,109.14948306,0.00571611,0.01218267,-0.02520220,0.99959180
-692.80416904,109.35684193,0.00589796,0.01199663,-0.02483071,0.99960229
-692.80456679,109.56696989,0.00597353,0.01191005,-0.02459830,0.99960862
-692.80392089,109.77897495,0.00605329,0.01205697,-0.02436664,0.99961205
-692.80400422,109.99520496,0.00610730,0.01214516,-0.02411189,0.99961683
-692.80405170,110.21520864,0.00585495,0.01190386,-0.02389919,0.99962635
-692.80338375,110.43853556,0.00584346,0.01177423,-0.02369600,0.99963279
-692.80353050,110.66608823,0.00602381,0.01154857,-0.02349507,0.99963910
-692.80264179,110.86765692,0.00594570,0.01133542,-0.02330865,0.99964637
-692.80241475,111.07156291,0.00599482,0.01153960,-0.02317183,0.99964692
-692.80199567,111.27768709,0.00623250,0.01178464,-0.02292355,0.99964833
-692.80086748,111.48646855,0.00642977,0.01159082,-0.02272440,0.99965390
-692.80141404,111.69892893,0.00637116,0.01137577,-0.02261506,0.99965922
-692.80270459,111.91406040,0.00631352,0.01145861,-0.02252890,0.99966059
-692.80363109,112.13151943,0.00635302,0.01146106,-0.02230946,0.99966523
-692.80503672,112.35253502,0.00619514,0.01136346,-0.02207270,0.99967259
-692.80667243,112.57632782,0.00614442,0.01146129,-0.02186973,0.99967625
-692.80675901,112.80121590,0.00648528,0.01175092,-0.02170841,0.99967425
-692.80731628,113.03054849,0.00669541,0.01182215,-0.02159088,0.99967457
-692.80810362,113.26265827,0.00679722,0.01182620,-0.02140070,0.99967792
-692.80892761,113.46391023,0.00669202,0.01182208,-0.02122450,0.99968244
-692.81032042,113.66827561,0.00661124,0.01185231,-0.02106477,0.99968599
-692.81177867,113.87475062,0.00673784,0.01177810,-0.02099338,0.99968753
-692.81312931,114.08355562,0.00667583,0.01151999,-0.02089514,0.99969301
-692.81488097,114.29513945,0.00652657,0.01117747,-0.02074647,0.99970098
-692.81618944,114.50838408,0.00666103,0.01114446,-0.02062584,0.99970296
-692.81781768,114.72396276,0.00688322,0.01137705,-0.02053432,0.99970072
-692.81975515,114.94298540,0.00699158,0.01143654,-0.02050395,0.99969991
-692.82192480,115.16456325,0.00708063,0.01138191,-0.02047515,0.99970050
-692.82407336,115.38836092,0.00715951,0.01118446,-0.02037582,0.99970419
-692.82585893,115.61437515,0.00734813,0.01107739,-0.02026678,0.99970623
-692.82814156,115.84205911,0.00721200,0.01129821,-0.02026220,0.99970485
-692.83149637,116.07386028,0.00703246,0.01159305,-0.02030949,0.99970179
-692.83389407,116.30742837,0.00722425,0.01145309,-0.02031833,0.99970186
-692.83592140,116.54398996,0.00742705,0.01107076,-0.02027162,0.99970563
-692.83809966,116.78266199,0.00728097,0.01093643,-0.02023661,0.99970889
-692.83987337,116.98292397,0.00722676,0.01112859,-0.02023177,0.99970726
-692.84180223,117.18485243,0.00733537,0.01133273,-0.02019086,0.99970500
-692.84430623,117.38922836,0.00724332,0.01150268,-0.02010945,0.99970537
-692.84662241,117.59537852,0.00719083,0.01158916,-0.02004943,0.99970596
-692.84900720,117.80330535,0.00744749,0.01140835,-0.02007121,0.99970572
-692.85179619,118.01367802,0.00754674,0.01122205,-0.02011006,0.99970631
-692.85329985,118.22437149,0.00716404,0.01115381,-0.02016725,0.99970873
-692.85444579,118.43672657,0.00695091,0.01098492,-0.02018877,0.99971167
-692.85633362,118.65197472,0.00728679,0.01073166,-0.02018333,0.99971214
-692.85642221,118.86764977,0.00738227,0.01047597,-0.02014466,0.99971493
-692.85675142,119.08499213,0.00717315,0.01045057,-0.02008629,0.99971790
-692.85841875,119.30545520,0.00716066,0.01070135,-0.02008880,0.99971528
-692.85947086,119.52768845,0.00734889,0.01084909,-0.02016080,0.99971087
-692.86084802,119.75170079,0.00723751,0.01094153,-0.02027614,0.99970835
-692.86348098,119.97850008,0.00695337,0.01094266,-0.02044194,0.99970698
-692.86574989,120.20762692,0.00679795,0.01072864,-0.02061734,0.99970676
-692.86758087,120.43785961,0.00678898,0.01049579,-0.02069129,0.99970777
-692.86981710,120.67042716,0.00660846,0.01046413,-0.02075066,0.99970808
-692.87144023,120.90454290,0.00657594,0.01059384,-0.02082656,0.99970535
-692.87270353,121.14054223,0.00705073,0.01056764,-0.02095044,0.99969980
-692.87419901,121.37909678,0.00737083,0.01065851,-0.02101545,0.99969516
-692.87610396,121.61954223,0.00727748,0.01071973,-0.02105033,0.99969446
-692.87825058,121.86154398,0.00729986,0.01093762,-0.02121646,0.99968842
-692.88046370,122.10554438,0.00740889,0.01121530,-0.02136597,0.99968136
-692.88257237,122.35154180,0.00708613,0.01157406,-0.02146454,0.99967750
-692.88499869,122.60009525,0.00679215,0.01157146,-0.02159952,0.99967666
-692.88668798,122.80024542,0.00690320,0.01155252,-0.02168117,0.99967435
