-689.78244282,123.20954672,0.00714125,0.00875003,-0.13735223,0.99045788
-689.74134303,123.40562748,0.00780964,0.00963697,-0.13038370,0.99138601
-689.69482446,123.60520878,0.00738754,0.01010780,-0.11574458,0.99320011
-689.65952972,123.80212167,0.00631574,0.01053646,-0.10003098,0.99490849
-689.63229731,124.00521616,0.00587467,0.01113213,-0.08432152,0.99635909
-689.61487262,124.21073483,0.00553622,0.01143446,-0.06692559,0.99767709
-689.61636784,124.41332517,0.00503665,0.01186883,-0.04730547,0.99879725
-689.63975149,124.61545740,0.00469429,0.01222184,-0.02271104,0.99965634
-689.75720894,124.77730189,0.00385599,0.01287507,0.01611528,0.99977981
-689.94853222,124.83939239,0.00344771,0.01380200,0.05159729,0.99856664
-690.02713799,125.02362301,0.00264717,0.01468979,0.08046975,0.99664528
-690.07860970,125.22058299,0.00210673,0.01505026,0.10083874,0.99478671
-690.12999383,125.41776414,0.00176061,0.01516316,0.12047691,0.99259876
-690.18903706,125.60957900,0.00147779,0.01542381,0.13874728,0.99020660
-690.25727700,125.80514423,0.00078495,0.01579643,0.15647472,0.98755532
-690.33162058,125.99710442,-0.00022395,0.01615292,0.17172016,0.98501331
-690.41166994,126.18234776,-0.00086207,0.01617659,0.18520134,0.98256707
-690.49802773,126.36942703,-0.00143277,0.01631077,0.19728968,0.98020849
-690.59131546,126.55590612,-0.00191442,0.01638652,0.20800294,0.97798905
-690.68864063,126.74031454,-0.00217137,0.01599244,0.21713819,0.97600745
-690.78655772,126.91640354,-0.00235751,0.01590316,0.22420230,0.97441001
-690.89289170,127.09734551,-0.00280086,0.01621420,0.23038892,0.97295951
-690.99700845,127.26872037,-0.00313358,0.01605718,0.23512306,0.97182791
-691.10528510,127.44313176,-0.00333692,0.01579705,0.23890913,0.97090769
-691.21635191,127.62078867,-0.00335271,0.01534508,0.24190048,0.97017392
-691.33108579,127.79936842,-0.00312903,0.01520291,0.24398334,0.96965520
-691.44549568,127.97605808,-0.00293210,0.01492348,0.24568632,0.96923007
-691.56360531,128.15022987,-0.00287796,0.01462534,0.24707392,0.96888198
-691.68421591,128.32209440,-0.00293376,0.01412118,0.24813233,0.96861878
-691.80446245,128.49628649,-0.00282470,0.01395265,0.24899500,0.96840014
-691.92724905,128.67305572,-0.00300660,0.01375506,0.24978290,0.96819950
-692.05291542,128.84363627,-0.00329026,0.01389261,0.25001095,0.96813774
-692.17634673,129.01552760,-0.00299144,0.01351690,0.24994706,0.96816053
-692.29891589,129.18818775,-0.00271806,0.01333509,0.24939185,0.96830702
-692.42134993,129.35707260,-0.00269665,0.01334836,0.24803539,0.96865525
-692.54260838,129.52372627,-0.00271857,0.01329372,0.24655593,0.96903357
-692.66341518,129.69292867,-0.00248845,0.01323237,0.24457762,0.96953623
-692.78225286,129.86244537,-0.00253129,0.01327337,0.24173996,0.97024698
-692.89936095,130.03405465,-0.00285625,0.01323073,0.23859985,0.97102364
-693.01690170,130.20511304,-0.00313235,0.01342389,0.23494115,0.97191185
-693.13364258,130.37938286,-0.00279913,0.01370400,0.23078039,0.97290533
-693.24854522,130.55818624,-0.00250713,0.01360508,0.22617828,0.97398768
-693.36111151,130.73996445,-0.00268429,0.01358083,0.22146774,0.97506943
-693.46582965,130.91101206,-0.00265893,0.01343580,0.21715182,0.97604175
-693.56830326,131.08436936,-0.00231415,0.01365367,0.21252989,0.97705643
-693.66914647,131.25837718,-0.00198548,0.01372988,0.20744855,0.97814756
-693.76910223,131.43581759,-0.00170642,0.01355713,0.20222627,0.97924350
-693.87221113,131.61428697,-0.00158946,0.01339194,0.19700411,0.98030991
-693.96991707,131.79459203,-0.00172384,0.01303541,0.19166667,0.98137200
-694.06502497,131.97842444,-0.00159382,0.01304678,0.18647720,0.98237136
-694.15764032,132.16367618,-0.00161249,0.01309872,0.18111697,0.98337300
-694.25279784,132.35128308,-0.00146451,0.01276110,0.17598563,0.98430893
-694.34358338,132.54018047,-0.00128277,0.01234902,0.17074840,0.98523644
-694.43135826,132.73104727,-0.00087226,0.01203820,0.16533749,0.98616319
-694.51620899,132.92377331,-0.00054049,0.01174470,0.16008184,0.98703373
-694.60319664,133.11651964,-0.00063703,0.01170713,0.15469176,0.98789321
-694.68727175,133.30990432,-0.00048028,0.01137598,0.14922294,0.98873802
-694.76687886,133.50568857,-0.00038063,0.01144615,0.14391849,0.98952327
-694.84545709,133.70179605,-0.00038849,0.01129866,0.13832932,0.99032176
-694.92281860,133.90000099,0.00003962,0.01109574,0.13305730,0.99104623
-694.99888531,134.09952564,0.00042136,0.01131964,0.12788867,0.99172384
-695.07176724,134.30135105,0.00079595,0.01108651,0.12304374,0.99233900
-695.14328996,134.50227555,0.00071926,0.01091059,0.11808221,0.99294362
-695.21446866,134.70341878,0.00065300,0.01072224,0.11297057,0.99354027
-695.28412038,134.90332650,0.00061424,0.01051153,0.10764194,0.99413397
-695.35068016,135.10475886,0.00066822,0.01032648,0.10235435,0.99469418
-695.41492258,135.30716822,0.00070455,0.01004674,0.09709419,0.99522424
-695.47745546,135.50956133,0.00037070,0.00999615,0.09184798,0.99572280
