427226.29034743,4419014.43433562,0.00000000,0.00000000,0.99990166,0.01402376,334473451403605508096.00000000
427226.09041260,4419014.43993466,0.00000000,0.00000000,0.99990274,0.01394657,647.65409459
427225.89047699,4419014.44547192,0.00000000,0.00000000,0.99990595,0.01371498,-647.70546576
427225.69053978,4419014.45088565,0.00000000,0.00000000,0.99991116,0.01332900,-323.83964070
427225.49060020,4419014.45611408,0.00000000,0.00000000,0.99991822,0.01278861,-215.88610313
427225.29065745,4419014.46109544,0.00000000,0.00000000,0.99992687,0.01209379,-161.90895316
427225.09071073,4419014.46576796,0.00000000,0.00000000,0.99993678,0.01124453,-129.51947980
427224.89075926,4419014.47006988,0.00000000,0.00000000,0.99994756,0.01024081,-107.92727871
427224.69080223,4419014.47393943,0.00000000,0.00000000,0.99995875,0.00908263,-92.50471604
427224.49083887,4419014.47731484,0.00000000,0.00000000,0.99996981,0.00776997,-80.93779066
427224.29086837,4419014.48013435,0.00000000,0.00000000,0.99998014,0.00630284,-71.94256313
427224.09089012,4419014.48235096,0.00000000,0.00000000,0.99998841,0.00481469,-66.33437747
427223.89090469,4419014.48401674,0.00000000,0.00000000,0.99999369,0.00355333,-72.60598709
427223.69091317,4419014.48522449,0.00000000,0.00000000,0.99999681,0.00252433,-87.31904576
427223.49091662,4419014.48606714,0.00000000,0.00000000,0.99999851,0.00172767,-109.54786462
427223.29091612,4419014.48663760,0.00000000,0.00000000,0.99999932,0.00116335,-146.95359006
427223.09091272,4419014.48702881,0.00000000,0.00000000,0.99999965,0.00083135,-223.13767800
427222.89090752,4419014.48733367,0.00000000,0.00000000,0.99999973,0.00073166,-463.31429578
427222.69090158,4419014.48764513,0.00000000,0.00000000,0.99999963,0.00086428,6076.49272592
427222.49089596,4419014.48805609,0.00000000,0.00000000,0.99999924,0.00122919,401.99082534
427222.29089175,4419014.48865948,0.00000000,0.00000000,0.99999833,0.00182642,207.87542930
427222.09089000,4419014.48954664,0.00000000,0.00000000,0.99999655,0.00262564,140.96767022
427221.89089112,4419014.49074498,0.00000000,0.00000000,0.99999442,0.00334008,128.53730169
427221.69089471,4419014.49219795,0.00000000,0.00000000,0.99999240,0.00389882,157.08762618
427221.49090028,4419014.49384327,0.00000000,0.00000000,0.99999075,0.00430185,207.94973580
427221.29090735,4419014.49561866,0.00000000,0.00000000,0.99998965,0.00454918,307.51860832
427221.09091545,4419014.49746183,0.00000000,0.00000000,0.99998923,0.00464080,590.06837983
427220.89092411,4419014.49931050,0.00000000,0.00000000,0.99998953,0.00457672,7261.77003791
427220.69093284,4419014.50110240,0.00000000,0.00000000,0.99999051,0.00435692,-704.51101138
427220.49094118,4419014.50277523,0.00000000,0.00000000,0.99999207,0.00398142,-335.96509694
427220.29094864,4419014.50426672,0.00000000,0.00000000,0.99999405,0.00345021,-220.57175342
427220.09095475,4419014.50551459,0.00000000,0.00000000,0.99999618,0.00276335,-164.18201815
427219.89095916,4419014.50647562,0.00000000,0.00000000,0.99999788,0.00206054,-139.44711014
427219.69096201,4419014.50717792,0.00000000,0.00000000,0.99999892,0.00146961,-154.59027304
