427226.29034743,4419014.43433562
427226.09041260,4419014.43993466
427225.89047699,4419014.44547192
427225.69053978,4419014.45088565
427225.49060020,4419014.45611408
427225.29065745,4419014.46109544
427225.09071073,4419014.46576796
427224.89075926,4419014.47006988
427224.69080223,4419014.47393943
427224.49083887,4419014.47731484
427224.29086837,4419014.48013435
427224.09089012,4419014.48235096
427223.89090469,4419014.48401674
427223.69091317,4419014.48522449
427223.49091662,4419014.48606714
427223.29091612,4419014.48663760
427223.09091272,4419014.48702881
427222.89090752,4419014.48733367
427222.69090158,4419014.48764513
427222.49089596,4419014.48805609
427222.29089175,4419014.48865948
427222.09089000,4419014.48954664
427221.89089112,4419014.49074498
427221.69089471,4419014.49219795
427221.49090028,4419014.49384327
427221.29090735,4419014.49561866
427221.09091545,4419014.49746183
427220.89092411,4419014.49931050
427220.69093284,4419014.50110240
427220.49094118,4419014.50277523
427220.29094864,4419014.50426672
427220.09095475,4419014.50551459
427219.89095916,4419014.50647562
427219.69096201,4419014.50717792
427219.49096353,4419014.50766622
427219.29096398,4419014.50798530
427219.09096359,4419014.50817989
427218.89096261,4419014.50829476
427218.69096129,4419014.50837466
427218.49095986,4419014.50846435
427218.29095858,4419014.50860857
427218.09095768,4419014.50885209
427217.89095740,4419014.50923572
427217.69095775,4419014.50976102
427217.49095864,4419014.51040691
427217.29095998,4419014.51115207
427217.09096168,4419014.51197516
427216.89096363,4419014.51285485
427216.69096576,4419014.51376981
427216.49096795,4419014.51469870
427216.29097013,4419014.51562019
427216.09097220,4419014.51651294
427215.89097406,4419014.51735574
427215.69097566,4419014.51813865
427215.49097706,4419014.51887250
427215.29097830,4419014.51957033
427215.09097944,4419014.52024516
427214.89098052,4419014.52091006
427214.69098160,4419014.52157804
427214.49098273,4419014.52226217
427214.29098396,4419014.52297546
427214.09098535,4419014.52373098
427213.89098694,4419014.52454175
427213.69098878,4419014.52541825
427213.49099084,4419014.52635186
427213.29099307,4419014.52732529
427213.09099539,4419014.52832123
427212.89099775,4419014.52932237
427212.69100009,4419014.53031139
427212.49100236,4419014.53127099
